PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL)
21-Jan-12,Well_#2,1,"2,826",205.118,0,18.20237,265.386,64.729,"10,876","6,309","6,309","6,851"
22-Jan-12,Well_#2,0,"2,925",200.202,0,0,457.699,44.788,"10,876","6,309","6,309","6,851"
23-Jan-12,Well_#2,0,"2,985",198.778,0,0,653.414,44.398,"10,876","6,309","6,309","6,851"
24-Jan-12,Well_#2,0,"3,028",197.653,0,0,958.931,47.131,"10,876","6,309","6,309","6,851"
25-Jan-12,Well_#2,0,"3,111",197.289,0,0,"1,205.88",47.33,"10,876","6,309","6,309","6,851"
26-Jan-12,Well_#2,0,"3,260",197.681,0,0,"1,322.42",49.814,"10,876","6,309","6,309","6,851"
27-Jan-12,Well_#2,0,"3,312",197.516,0,0,"1,396.03",49.49,"10,876","6,309","6,309","6,851"
28-Jan-12,Well_#2,0,"3,348",197.321,0,0,"1,421.98",45.863,"10,876","6,309","6,309","6,851"
29-Jan-12,Well_#2,13.69,"3,221",201.227,0,30.15217,464.912,54.074,"10,876","6,309","6,309","6,851"
30-Jan-12,Well_#2,14.73,"3,242",198.054,0,32.56491,420.636,42.821,"10,876","6,309","6,309","6,851"
31-Jan-12,Well_#2,0,"3,279",196.084,0,0,799.933,48.891,"10,876","6,309","6,309","6,851"
01-Feb-12,Well_#2,0,"3,306",195.809,0,0,"1,033.70",46.204,"10,876","6,309","6,309","6,851"
02-Feb-12,Well_#2,0,"3,336",195.752,0,0,"1,199.92",45.868,"10,876","6,309","6,309","6,851"
03-Feb-12,Well_#2,0,"3,444",196.231,0,0,"1,306.92",47.333,"10,876","6,309","6,309","6,851"
04-Feb-12,Well_#2,0,"3,516",196.26,0,15.26324,957.257,45.897,"10,876","6,309","6,309","6,851"
05-Feb-12,Well_#2,0,"3,553",196.199,0,15.7418,1.983,43.092,"10,876","6,309","6,309","6,851"
06-Feb-12,Well_#2,0,"3,575",196.131,0,0,2.024,47.765,"10,876","6,309","6,309","6,851"
07-Feb-12,Well_#2,0,"3,592",196.059,0,0,2.481,50.775,"10,876","6,309","6,309","6,851"
08-Feb-12,Well_#2,0,"3,607",195.989,0,0,3.125,49.006,"10,876","6,309","6,309","6,851"
09-Feb-12,Well_#2,10.48,"3,413",206.689,0,20.64382,727.862,109.38,"11,001","6,389","6,389","7,322"
10-Feb-12,Well_#2,24,"3,326",207.948,0,47.42959,898.518,144.468,"11,403","6,633","6,633","7,986"
11-Feb-12,Well_#2,24,"3,240",208.14,0,47.49053,893.517,133.354,"11,877","6,918","6,918","8,543"
12-Feb-12,Well_#2,24,"3,173",208.191,0,47.47677,868.465,138.034,"12,343","7,197","7,197","9,093"
13-Feb-12,Well_#2,24,"3,096",206.724,0,46.9557,808.881,137.155,"12,767","7,451","7,451","9,628"
14-Feb-12,Well_#2,24,"3,080",208.168,0,47.55408,762.842,144.717,"13,188","7,703","7,703","10,172"
15-Feb-12,Well_#2,24,"3,020",206.581,0,46.60391,751.482,136.523,"13,607","7,952","7,952","10,711"
16-Feb-12,Well_#2,24,"3,021",208.132,0,47.55733,735.971,133.54,"14,027","8,203","8,203","11,179"
17-Feb-12,Well_#2,24,"3,000",208.117,0,45.39962,714.561,129.175,"14,436","8,450","8,450","11,653"
18-Feb-12,Well_#2,24,"2,961",208.254,0,49.24105,724.65,130.511,"14,956","8,756","8,756","12,205"
19-Feb-12,Well_#2,24,"2,872",208.408,0,51.34668,706.005,143.962,"15,609","9,137","9,137","12,823"
20-Feb-12,Well_#2,24,"2,822",208.347,0,51.51368,660.176,148.707,"16,247","9,512","9,512","13,526"
21-Feb-12,Well_#2,24,"2,788",208.319,0,51.64507,654.228,154.51,"16,871","9,879","9,879","14,198"
22-Feb-12,Well_#2,24,"2,768",208.304,0,51.72495,600.719,145.94,"17,347","10,158","10,158","14,743"
23-Feb-12,Well_#2,24,"2,755",208.285,0,51.67505,561.092,133.332,"17,757","10,400","10,400","15,222"
24-Feb-12,Well_#2,24,"2,732",208.356,0,54.1611,583.638,145.628,"18,383","10,766","10,766","15,778"
25-Feb-12,Well_#2,24,"2,638",208.581,0,58.55693,600.719,165.703,"19,324","11,308","11,308","16,549"
26-Feb-12,Well_#2,24,"2,601",208.56,0,58.5498,526.178,155.895,"20,062","11,734","11,734","17,171"
27-Feb-12,Well_#2,18.94,"2,594",208.46,0,46.19174,486.839,142.571,"20,462","11,968","11,968","17,596"
28-Feb-12,Well_#2,0,"2,678",202.481,0,0,796.935,45.955,"20,462","11,968","11,968","17,596"
29-Feb-12,Well_#2,0,"2,748",200.447,0,0,918.858,45.609,"20,462","11,968","11,968","17,596"
01-Mar-12,Well_#2,0,"2,808",199.475,0,0,971.287,47.508,"20,462","11,968","11,968","17,596"
02-Mar-12,Well_#2,0,"2,867",198.88,0,0,"1,022.20",44.663,"20,462","11,968","11,968","17,596"
03-Mar-12,Well_#2,0,"2,810",191.529,0,0,"1,011.84",45.71,"20,462","11,968","11,968","17,596"
04-Mar-12,Well_#2,0,"2,981",197.956,0,0,"1,098.46",47.214,"20,462","11,968","11,968","17,596"
05-Mar-12,Well_#2,0,"3,030",197.477,0,0.87294,"1,171.08",47.143,"20,462","11,968","11,968","17,596"
06-Mar-12,Well_#2,0,"3,079",197.038,0,0.09949,406.291,50.547,"20,462","11,968","11,968","17,596"
07-Mar-12,Well_#2,0,"3,168",196.356,0,0,"1,097.77",53.919,"20,462","11,968","11,968","17,596"
08-Mar-12,Well_#2,0,"3,301",196.886,0,0,"1,251.34",46.945,"20,462","11,968","11,968","17,596"
09-Mar-12,Well_#2,0,"3,358",196.849,0,0,"1,304.67",49.197,"20,462","11,968","11,968","17,596"
10-Mar-12,Well_#2,0,"3,392",196.754,0,0,"1,362.69",47.822,"20,462","11,968","11,968","17,596"
11-Mar-12,Well_#2,0,"3,427",196.65,0,0,"1,383.04",47.32,"20,462","11,968","11,968","17,596"
12-Mar-12,Well_#2,0,"3,460",196.546,0,0,"1,440.93",45.906,"20,462","11,968","11,968","17,596"
13-Mar-12,Well_#2,0,"3,492",196.442,0,0,"1,406.51",46.534,"20,462","11,968","11,968","17,596"
14-Mar-12,Well_#2,0,"3,523",196.349,0,0,"1,432.98",47.871,"20,462","11,968","11,968","17,596"
15-Mar-12,Well_#2,0,"3,549",196.256,0,0,"1,479.58",47.87,"20,462","11,968","11,968","17,596"
16-Mar-12,Well_#2,0,"3,574",196.171,0,0,"1,461.14",48.532,"20,462","11,968","11,968","17,596"
17-Mar-12,Well_#2,8.21,"3,353",206.13,0,18.64237,547.002,117.571,"20,554","12,020","12,020","18,008"
18-Mar-12,Well_#2,24,"3,243",208.211,0,50.06461,538.745,155.254,"20,770","12,144","12,144","19,048"
19-Mar-12,Well_#2,24,"3,152",208.519,0,50.2775,599.32,158.547,"20,993","12,272","12,272","20,179"
20-Mar-12,Well_#2,24,"3,070",208.58,0,50.39967,633.653,162.378,"21,219","12,401","12,401","21,246"
21-Mar-12,Well_#2,24,"3,015",208.547,0,51.93894,617.08,139.582,"21,604","12,631","12,631","22,005"
22-Mar-12,Well_#2,24,"2,968",208.52,0,51.91092,591.286,150.327,"21,947","12,841","12,841","22,703"
23-Mar-12,Well_#2,24,"2,932",208.483,0,51.93322,593.813,155.606,"22,303","13,056","13,056","23,501"
24-Mar-12,Well_#2,24,"2,895",208.504,0,53.07786,576.648,157.716,"22,750","13,322","13,322","24,399"
25-Mar-12,Well_#2,24,"2,790",208.693,0,58.23717,586.533,167.302,"23,360","13,674","13,674","25,272"
26-Mar-12,Well_#2,24,"2,748",208.605,0,58.07796,561.989,161.554,"23,978","14,024","14,024","26,127"
27-Mar-12,Well_#2,24,"2,710",208.595,0,58.09869,522.848,154.645,"24,543","14,322","14,322","26,908"
28-Mar-12,Well_#2,24,"2,677",208.58,0,55.51582,497.709,162.379,"25,094","14,633","14,633","27,665"
29-Mar-12,Well_#2,24,"2,644",208.625,0,61.56642,505.566,163.059,"25,719","14,987","14,987","28,445"
30-Mar-12,Well_#2,24,"2,596",208.644,0,63.06676,491.913,164.29,"26,341","15,335","15,335","29,203"
31-Mar-12,Well_#2,6.46,"2,633",206.7,0,17.40814,407.397,94.665,"26,399","15,368","15,368","29,275"
01-Apr-12,Well_#2,0,"2,760",200.816,0,0.34048,598.639,49.434,"26,399","15,368","15,368","29,275"
02-Apr-12,Well_#2,0,"2,826",199.587,0,0.30942,700.602,50.508,"26,399","15,368","15,368","29,275"
03-Apr-12,Well_#2,0,"2,885",198.866,0,0.29179,754.406,48.103,"26,399","15,368","15,368","29,275"
04-Apr-12,Well_#2,0,"2,941",198.154,0,0.29072,871.465,47.537,"26,399","15,368","15,368","29,275"
05-Apr-12,Well_#2,0,"2,965",197.803,0,0.30435,"1,042.51",49.35,"26,399","15,368","15,368","29,275"
06-Apr-12,Well_#2,0,"3,015",196.89,0,0.29432,"1,184.46",49.28,"26,399","15,368","15,368","29,275"
07-Apr-12,Well_#2,0,"3,195",197.256,0,0.2982,"1,379.78",51.259,"26,399","15,368","15,368","29,275"
08-Apr-12,Well_#2,0,"3,278",197.178,0,0.28477,"1,466.40",46.539,"26,399","15,368","15,368","29,275"
09-Apr-12,Well_#2,0,"3,318",197.02,0,0.25774,"1,483.47",47.207,"26,399","15,368","15,368","29,275"
10-Apr-12,Well_#2,0,"3,354",196.88,0,0.23422,"1,445.47",47.812,"26,399","15,368","15,368","29,275"
11-Apr-12,Well_#2,0,"3,389",196.75,0,0.23375,"1,478.61",46.487,"26,399","15,368","15,368","29,275"
12-Apr-12,Well_#2,0,"3,425",196.63,0,0.22956,"1,534.94",47.878,"26,399","15,368","15,368","29,275"
13-Apr-12,Well_#2,0,"3,456",196.517,0,0.26795,"1,515.25",48.164,"26,399","15,368","15,368","29,275"
14-Apr-12,Well_#2,0,"3,489",196.416,0,0.25487,"1,546.82",50.525,"26,399","15,368","15,368","29,275"
15-Apr-12,Well_#2,0,"3,522",196.317,0,0.2514,"1,583.01",52.683,"26,399","15,368","15,368","29,275"
16-Apr-12,Well_#2,0,"3,552",196.226,0,0.26485,"1,594.97",53.957,"26,399","15,368","15,368","29,275"
17-Apr-12,Well_#2,0,"3,582",196.144,0,0.25473,"1,642.00",54.419,"26,399","15,368","15,368","29,275"
18-Apr-12,Well_#2,0,"3,611",196.063,0,0.21309,"1,707.91",54.147,"26,399","15,368","15,368","29,275"
19-Apr-12,Well_#2,16.38,"3,434",205.038,0,30.73985,542.366,89.099,"26,481","15,415","15,415","29,766"
20-Apr-12,Well_#2,24,"3,275",208.313,0,51.03751,465.917,165.411,"26,654","15,515","15,515","31,030"
21-Apr-12,Well_#2,24,"3,162",208.551,0,51.01943,545.715,169.905,"26,922","15,670","15,670","32,123"
22-Apr-12,Well_#2,24,"3,101",208.528,0,51.07896,560.183,162.485,"27,243","15,852","15,852","33,002"
23-Apr-12,Well_#2,24,"3,072",208.466,0,51.07343,570.685,151.208,"27,561","16,033","16,033","33,879"
24-Apr-12,Well_#2,24,"3,037",208.471,0,51.1227,587.21,152.767,"27,902","16,227","16,227","34,702"
25-Apr-12,Well_#2,24,"3,007",208.457,0,51.12215,565.442,152.685,"28,242","16,420","16,420","35,473"
26-Apr-12,Well_#2,24,"2,951",208.614,0,53.60861,547.631,158.647,"28,639","16,645","16,645","36,372"
27-Apr-12,Well_#2,24,"2,891",208.664,0,55.20027,561.213,160.347,"29,083","16,896","16,896","37,283"
28-Apr-12,Well_#2,24,"2,803",208.767,0,57.97809,535.145,169.748,"29,658","17,220","17,220","38,097"
29-Apr-12,Well_#2,24,"2,733",208.759,0,60.26763,531.429,170.843,"30,266","17,563","17,563","39,018"
30-Apr-12,Well_#2,24,"2,662",208.767,0,63.06849,497.012,171.896,"30,931","17,936","17,936","39,945"
01-May-12,Well_#2,24,"2,623",208.725,0,66.33456,470.967,170.023,"31,552","18,284","18,284","40,813"
02-May-12,Well_#2,9.71,"2,610",208.673,0,27.55298,443.258,167.018,"31,763","18,404","18,404","41,112"
03-May-12,Well_#2,0,"2,773",201.483,0,0,974.637,51.048,"31,763","18,404","18,404","41,112"
04-May-12,Well_#2,0,"2,847",199.964,0,0,993.547,49.594,"31,763","18,404","18,404","41,112"
05-May-12,Well_#2,0,"2,908",199.015,0,0,"1,074.09",48.484,"31,763","18,404","18,404","41,112"
06-May-12,Well_#2,0,"2,963",198.223,0,0,"1,154.32",50.192,"31,763","18,404","18,404","41,112"
07-May-12,Well_#2,0,"3,035",197.753,0,0,"1,317.27",50.432,"31,763","18,404","18,404","41,112"
08-May-12,Well_#2,0,"3,188",197.801,0,0,"1,395.48",49.437,"31,763","18,404","18,404","41,112"
09-May-12,Well_#2,0,"3,261",197.551,0,0,"1,427.81",50.173,"31,763","18,404","18,404","41,112"
10-May-12,Well_#2,0,"3,304",197.33,0,0,"1,516.09",50.197,"31,763","18,404","18,404","41,112"
11-May-12,Well_#2,0,"3,346",197.139,0,0,"1,556.79",49.791,"31,763","18,404","18,404","41,112"
12-May-12,Well_#2,0,"3,381",196.969,0,0,"1,527.93",52.067,"31,763","18,404","18,404","41,112"
13-May-12,Well_#2,0,"3,417",196.819,0,0,"1,520.79",52.683,"31,763","18,404","18,404","41,112"
14-May-12,Well_#2,0,"3,450",196.681,0,0,"1,554.97",51.083,"31,763","18,404","18,404","41,112"
15-May-12,Well_#2,0,"3,477",196.556,0,0,"1,634.54",49.973,"31,763","18,404","18,404","41,112"
16-May-12,Well_#2,0,"3,506",196.444,0,0,"1,642.92",51.98,"31,763","18,404","18,404","41,112"
17-May-12,Well_#2,0,"3,535",196.343,0,0,"1,636.74",48.873,"31,763","18,404","18,404","41,112"
18-May-12,Well_#2,0,"3,563",196.246,0,0,"1,669.19",48.317,"31,763","18,404","18,404","41,112"
19-May-12,Well_#2,0,"3,587",196.155,0,0,"1,676.10",52.04,"31,763","18,404","18,404","41,112"
20-May-12,Well_#2,0,"3,609",196.071,0,0,"1,669.00",52.188,"31,763","18,404","18,404","41,112"
21-May-12,Well_#2,7.38,"3,296",207.069,0,21.55669,428.281,151.45,"31,906","18,486","18,486","41,340"
22-May-12,Well_#2,24,"3,105",208.621,0,71.45498,427.386,182.157,"32,409","18,785","18,785","42,109"
23-May-12,Well_#2,24,"2,929",208.818,0,66.70029,520.35,174.195,"32,946","19,095","19,095","42,973"
24-May-12,Well_#2,24,"2,909",208.568,0,55.63128,518.375,165.415,"33,451","19,387","19,387","43,776"
25-May-12,Well_#2,24,"2,898",208.459,0,54.68954,491.965,159.05,"33,804","19,591","19,591","44,539"
26-May-12,Well_#2,20,"2,901",207.913,0,54.7706,474.76,133.571,"34,098","19,761","19,761","45,186"
27-May-12,Well_#2,0,"2,977",204.016,0,0,404.48,56.359,"34,098","19,761","19,761","45,186"
28-May-12,Well_#2,0,"3,077",198.604,0,0.21333,864.782,50.574,"34,098","19,761","19,761","45,186"
29-May-12,Well_#2,0,"3,125",197.531,0,0.17755,"1,141.99",52.694,"34,098","19,761","19,761","45,186"
30-May-12,Well_#2,0,"3,197",197.26,0,0.16133,"1,292.10",53.825,"34,098","19,761","19,761","45,186"
31-May-12,Well_#2,0,"3,328",197.337,0,0.1548,"1,425.71",50.878,"34,098","19,761","19,761","45,186"
01-Jun-12,Well_#2,0,"3,393",197.096,0,0.14737,"1,482.95",48.628,"34,098","19,761","19,761","45,186"
02-Jun-12,Well_#2,0,"3,429",196.873,0,0.12591,"1,482.04",53.06,"34,098","19,761","19,761","45,186"
03-Jun-12,Well_#2,0,"3,461",196.698,0,0.13429,"1,503.52",54.675,"34,098","19,761","19,761","45,186"
04-Jun-12,Well_#2,0,"3,492",196.541,0,0.11003,"1,510.11",55.425,"34,098","19,761","19,761","45,186"
05-Jun-12,Well_#2,0,"3,519",196.393,0,0.13391,"1,515.92",52.06,"34,098","19,761","19,761","45,186"
06-Jun-12,Well_#2,0,"3,543",196.271,0,0.11358,"1,554.83",53.859,"34,098","19,761","19,761","45,186"
07-Jun-12,Well_#2,0,"3,565",196.159,0,0.09105,"1,619.89",55.22,"34,098","19,761","19,761","45,186"
08-Jun-12,Well_#2,0,"3,587",196.063,0,0.09106,"1,589.92",57.012,"34,098","19,761","19,761","45,186"
09-Jun-12,Well_#2,0,"3,607",195.975,0,0.08062,"1,584.16",57.411,"34,098","19,761","19,761","45,186"
10-Jun-12,Well_#2,10.45,"3,398",206.473,0,22.0751,488.886,109.589,"34,182","19,808","19,808","45,621"
11-Jun-12,Well_#2,24,"3,240",208.197,0,59.03621,475.381,165.648,"34,394","19,930","19,930","46,909"
12-Jun-12,Well_#2,24,"3,163",208.401,0,53.20649,522.94,166.223,"34,650","20,076","20,076","47,922"
13-Jun-12,Well_#2,24,"3,128",208.33,0,50.26562,544.507,154.363,"34,886","20,210","20,210","48,669"
14-Jun-12,Well_#2,24,"3,100",208.324,0,50.19992,574.873,151.656,"35,126","20,347","20,347","49,372"
15-Jun-12,Well_#2,24,"3,072",208.27,0,49.9383,540.248,146.684,"35,371","20,487","20,487","49,976"
16-Jun-12,Well_#2,24,"3,055",208.222,0,49.81392,530.575,140.235,"35,592","20,614","20,614","50,526"
17-Jun-12,Well_#2,24,"3,038",208.226,0,50.2682,541.255,145.098,"35,816","20,741","20,741","51,071"
18-Jun-12,Well_#2,24,"3,018",208.249,0,50.53397,538.186,146.338,"36,045","20,875","20,875","51,626"
19-Jun-12,Well_#2,24,"2,998",208.261,0,50.87495,505.049,145.705,"36,264","21,003","21,003","52,182"
20-Jun-12,Well_#2,24,"2,989",208.215,0,51.11381,513.969,143.861,"36,469","21,123","21,123","52,718"
21-Jun-12,Well_#2,24,"2,972",208.295,0,51.78987,514.066,148.181,"36,680","21,246","21,246","53,267"
22-Jun-12,Well_#2,24,"2,926",208.534,0,53.70095,509.14,158.812,"37,018","21,442","21,442","54,012"
23-Jun-12,Well_#2,24,"2,853",208.659,0,54.88666,541.162,166.485,"37,440","21,686","21,686","54,835"
24-Jun-12,Well_#2,24,"2,819",208.569,0,54.86524,509.399,163.822,"37,828","21,911","21,911","55,546"
25-Jun-12,Well_#2,24,"2,794",208.556,0,56.46771,494.095,162.178,"38,275","22,168","22,168","56,311"
26-Jun-12,Well_#2,24,"2,754",208.613,0,59.06224,473.35,164.629,"38,710","22,418","22,418","57,059"
27-Jun-12,Well_#2,24,"2,719",208.646,0,60.94112,476.274,161.871,"39,162","22,678","22,678","57,810"
28-Jun-12,Well_#2,24,"2,664",208.763,0,67.52055,469.315,168.754,"39,797","23,037","23,037","58,784"
29-Jun-12,Well_#2,24,"2,582",208.818,0,71.13085,437.974,170.832,"40,443","23,398","23,398","59,735"
30-Jun-12,Well_#2,3.29,"2,631",207.486,0,9.9037,394.6,106.17,"40,458","23,407","23,407","59,761"
01-Jul-12,Well_#2,0,"2,791",201.018,0,0,680.204,61.444,"40,458","23,407","23,407","59,761"
02-Jul-12,Well_#2,0,"2,864",199.735,0,0,783.514,60.377,"40,458","23,407","23,407","59,761"
03-Jul-12,Well_#2,0,"2,925",198.797,0,0,901.391,60.129,"40,458","23,407","23,407","59,761"
04-Jul-12,Well_#2,0,"2,978",198.111,0,0,"1,061.38",57.8,"40,458","23,407","23,407","59,761"
05-Jul-12,Well_#2,0,"3,032",197.559,0,0,"1,179.56",60.842,"40,458","23,407","23,407","59,761"
06-Jul-12,Well_#2,0,"3,122",197.429,0,0,"1,324.39",59.74,"40,458","23,407","23,407","59,761"
07-Jul-12,Well_#2,0,"3,257",197.567,0,0,"1,421.55",59.697,"40,458","23,407","23,407","59,761"
08-Jul-12,Well_#2,0,"3,321",197.388,0,0,"1,517.41",57.181,"40,458","23,407","23,407","59,761"
09-Jul-12,Well_#2,0,"3,361",197.216,0,0,"1,501.25",57.548,"40,458","23,407","23,407","59,761"
10-Jul-12,Well_#2,0,"3,396",197.066,0,0,"1,523.77",57.512,"40,458","23,407","23,407","59,761"
11-Jul-12,Well_#2,0,"3,430",196.926,0,0,"1,621.07",58.092,"40,458","23,407","23,407","59,761"
12-Jul-12,Well_#2,0,"3,462",196.797,0,0,"1,602.59",60.161,"40,458","23,407","23,407","59,761"
13-Jul-12,Well_#2,0,"3,492",196.674,0,0,"1,594.21",62.117,"40,458","23,407","23,407","59,761"
14-Jul-12,Well_#2,0,"3,519",196.561,0,0,"1,620.31",62.603,"40,458","23,407","23,407","59,761"
15-Jul-12,Well_#2,0,"3,546",196.46,0,0,"1,695.67",62.946,"40,458","23,407","23,407","59,761"
16-Jul-12,Well_#2,0,"3,575",196.365,0,0,"1,719.65",60.016,"40,458","23,407","23,407","59,761"
17-Jul-12,Well_#2,0,"3,600",196.265,0,0,"1,738.94",56.376,"40,458","23,407","23,407","59,761"
18-Jul-12,Well_#2,0,"3,622",196.185,0,0,"1,777.59",57.081,"40,458","23,407","23,407","59,761"
19-Jul-12,Well_#2,0,"3,642",196.108,0,0,"1,786.20",58.619,"40,458","23,407","23,407","59,761"
20-Jul-12,Well_#2,0,"3,659",196.025,0,0,"1,756.01",57.181,"40,458","23,407","23,407","59,761"
21-Jul-12,Well_#2,22.38,"3,350",207.539,0,53.36457,407.95,147.316,"40,569","23,473","23,473","60,962"
22-Jul-12,Well_#2,24,"3,213",208.486,0,73.75388,415.191,164.312,"40,735","23,572","23,572","62,312"
23-Jul-12,Well_#2,24,"3,098",208.64,0,60.49435,470.691,171.136,"40,999","23,729","23,729","63,464"
24-Jul-12,Well_#2,24,"3,094",208.413,0,52.21302,502.354,159.084,"41,204","23,850","23,850","64,208"
25-Jul-12,Well_#2,24,"3,063",208.449,0,52.14661,512.672,157.98,"41,433","23,985","23,985","64,942"
26-Jul-12,Well_#2,24,"3,037",208.418,0,51.87341,504.607,155.986,"41,661","24,120","24,120","65,620"
27-Jul-12,Well_#2,24,"3,016",208.386,0,51.81179,496.999,153.508,"41,885","24,253","24,253","66,291"
28-Jul-12,Well_#2,24,"3,004",208.311,0,51.90567,470.83,149.675,"42,068","24,361","24,361","66,871"
29-Jul-12,Well_#2,24,"2,991",208.346,0,52.87826,463.804,149.98,"42,269","24,480","24,480","67,480"
30-Jul-12,Well_#2,24,"2,955",208.504,0,54.67097,464.072,153.611,"42,537","24,637","24,637","68,189"
31-Jul-12,Well_#2,24,"2,885",208.694,0,56.89043,493.827,155.019,"42,887","24,843","24,843","69,015"
01-Aug-12,Well_#2,24,"2,854",208.576,0,56.80295,481.208,153.993,"43,210","25,032","25,032","69,729"
02-Aug-12,Well_#2,24,"2,813",208.646,0,60.2406,466.937,163.666,"43,594","25,259","25,259","70,549"
03-Aug-12,Well_#2,24,"2,747",208.706,0,61.83797,462.491,164.748,"44,038","25,521","25,521","71,393"
04-Aug-12,Well_#2,24,"2,655",208.772,0,68.75176,439.02,162.913,"44,771","25,945","25,945","72,540"
05-Aug-12,Well_#2,24,"2,601",208.746,0,71.31071,425.982,168.049,"45,354","26,286","26,286","73,416"
06-Aug-12,Well_#2,3.79,"2,622",208.524,0,11.47147,383.028,159.972,"45,408","26,318","26,318","73,523"
07-Aug-12,Well_#2,0,"2,792",201.12,0,0,923.196,61.719,"45,408","26,318","26,318","73,523"
08-Aug-12,Well_#2,0,"2,865",199.72,0,0,"1,011.70",59.49,"45,408","26,318","26,318","73,523"
09-Aug-12,Well_#2,0,"2,925",198.701,0,0,"1,106.29",60.428,"45,408","26,318","26,318","73,523"
10-Aug-12,Well_#2,0,"2,986",198.133,0,0,"1,229.40",60.065,"45,408","26,318","26,318","73,523"
11-Aug-12,Well_#2,0,"3,132",198.19,0,0,"1,399.30",59.943,"45,408","26,318","26,318","73,523"
12-Aug-12,Well_#2,0,"3,225",197.939,0,0,"1,437.24",59.59,"45,408","26,318","26,318","73,523"
13-Aug-12,Well_#2,0,"3,273",197.686,0,0,"1,436.72",61.903,"45,408","26,318","26,318","73,523"
14-Aug-12,Well_#2,0,"3,316",197.472,0,0,"1,527.58",61.799,"45,408","26,318","26,318","73,523"
15-Aug-12,Well_#2,0,"3,355",197.287,0,0,"1,547.92",63.404,"45,408","26,318","26,318","73,523"
16-Aug-12,Well_#2,0,"3,393",197.12,0,0,"1,515.98",64.543,"45,408","26,318","26,318","73,523"
17-Aug-12,Well_#2,0,"3,424",196.966,0,0,"1,539.38",63.324,"45,408","26,318","26,318","73,523"
18-Aug-12,Well_#2,0,"3,455",196.831,0,0,"1,580.17",63.076,"45,408","26,318","26,318","73,523"
19-Aug-12,Well_#2,0,"3,489",196.71,0,0,"1,668.25",61.717,"45,408","26,318","26,318","73,523"
20-Aug-12,Well_#2,0,"3,519",196.615,0,19.65098,867.436,60.988,"45,408","26,318","26,318","73,523"
21-Aug-12,Well_#2,0,"3,547",196.491,0,18.83138,0,62.13,"45,408","26,318","26,318","73,523"
22-Aug-12,Well_#2,0,"3,570",196.385,0,0.47535,0,64.051,"45,408","26,318","26,318","73,523"
23-Aug-12,Well_#2,0,"3,589",196.293,0,0.44736,0,64.274,"45,408","26,318","26,318","73,523"
24-Aug-12,Well_#2,0,"3,609",196.21,0,9.23315,85.753,78.878,"45,408","26,318","26,318","73,523"
25-Aug-12,Well_#2,0,"3,628",196.131,0,18.94073,68.58,82.727,"45,408","26,318","26,318","73,523"
26-Aug-12,Well_#2,0,"3,646",196.056,0,0.11494,0.035,58.838,"45,408","26,318","26,318","73,523"
